item_id,np_text,noun1,noun1_animacy,preposition,noun2,noun2_animacy,adverb
446,The ranger under the building usually,ranger,animate,under,building,inanimate,usually
447,The realtor after the building usually,realtor,animate,after,building,inanimate,usually
448,The receptionist before the building usually,receptionist,animate,before,building,inanimate,usually
449,The recruiter under the building usually,recruiter,animate,under,building,inanimate,usually
450,The referee behind the building usually,referee,animate,behind,building,inanimate,usually
451,The registrar behind the building usually,registrar,animate,behind,building,inanimate,usually
452,The reporter around the building usually,reporter,animate,around,building,inanimate,usually
453,The researcher after the building usually,researcher,animate,after,building,inanimate,usually
454,The resident before the building usually,resident,animate,before,building,inanimate,usually
455,The responder near the building usually,responder,animate,near,building,inanimate,usually
456,The restaurateur near the building usually,restaurateur,animate,near,building,inanimate,usually
457,The retailer across the building usually,retailer,animate,across,building,inanimate,usually
458,The reviewer inside the building usually,reviewer,animate,inside,building,inanimate,usually
459,The salesman near the building usually,salesman,animate,near,building,inanimate,usually
460,The scholar inside the building usually,scholar,animate,inside,building,inanimate,usually
461,The scientist inside the building usually,scientist,animate,inside,building,inanimate,usually
462,The scout after the building usually,scout,animate,after,building,inanimate,usually
463,The secretary before the building usually,secretary,animate,before,building,inanimate,usually
464,The security around the building usually,security,animate,around,building,inanimate,usually
465,The senator behind the building usually,senator,animate,behind,building,inanimate,usually
466,The sergeant in the building usually,sergeant,animate,in,building,inanimate,usually
467,The shopkeeper outside the building usually,shopkeeper,animate,outside,building,inanimate,usually
468,The sociologist around the building usually,sociologist,animate,around,building,inanimate,usually
469,The software after the building usually,software,animate,after,building,inanimate,usually
470,The specialist near the building usually,specialist,animate,near,building,inanimate,usually
471,The spokesperson across the building usually,spokesperson,animate,across,building,inanimate,usually
472,The statistician across the building usually,statistician,animate,across,building,inanimate,usually
473,The strategist across the building usually,strategist,animate,across,building,inanimate,usually
474,The supervisor in the building usually,supervisor,animate,in,building,inanimate,usually
475,The surveyor over the building usually,surveyor,animate,over,building,inanimate,usually
476,The systems in the building usually,systems,animate,in,building,inanimate,usually
477,The teacher in the building usually,teacher,animate,in,building,inanimate,usually
478,The technician behind the building usually,technician,animate,behind,building,inanimate,usually
479,The telemarketer behind the building usually,telemarketer,animate,behind,building,inanimate,usually
480,The therapist after the building usually,therapist,animate,after,building,inanimate,usually
481,The trader behind the building usually,trader,animate,behind,building,inanimate,usually
482,The trainer across the building usually,trainer,animate,across,building,inanimate,usually
483,The translator behind the building usually,translator,animate,behind,building,inanimate,usually
484,The treasurer under the building usually,treasurer,animate,under,building,inanimate,usually
485,The tutor over the building usually,tutor,animate,over,building,inanimate,usually
486,The umpire around the building usually,umpire,animate,around,building,inanimate,usually
487,The undertaker around the building usually,undertaker,animate,around,building,inanimate,usually
488,The usher outside the building usually,usher,animate,outside,building,inanimate,usually
489,The vendor near the building usually,vendor,animate,near,building,inanimate,usually
490,The veterinarian around the building usually,veterinarian,animate,around,building,inanimate,usually
491,The videographer around the building usually,videographer,animate,around,building,inanimate,usually
492,The volunteer across the building usually,volunteer,animate,across,building,inanimate,usually
493,The warden behind the building usually,warden,animate,behind,building,inanimate,usually
494,The welder outside the building usually,welder,animate,outside,building,inanimate,usually
495,The worker outside the building usually,worker,animate,outside,building,inanimate,usually
496,The writer under the building usually,writer,animate,under,building,inanimate,usually
497,The zoologist beside the building usually,zoologist,animate,beside,building,inanimate,usually
498,The activist under the building usually,activist,animate,under,building,inanimate,usually
499,The advocate in the building usually,advocate,animate,in,building,inanimate,usually
500,The ambassador in the building usually,ambassador,animate,in,building,inanimate,usually
501,The airplane behind the building usually,airplane,inanimate,behind,building,inanimate,usually
502,The amplifier across the building usually,amplifier,inanimate,across,building,inanimate,usually
503,The anchor outside the building usually,anchor,inanimate,outside,building,inanimate,usually
504,The apron under the building usually,apron,inanimate,under,building,inanimate,usually
505,The arch after the building usually,arch,inanimate,after,building,inanimate,usually
506,The arrow around the building usually,arrow,inanimate,around,building,inanimate,usually
507,The backpack outside the building usually,backpack,inanimate,outside,building,inanimate,usually
508,The bag outside the building usually,bag,inanimate,outside,building,inanimate,usually
509,The ball around the building usually,ball,inanimate,around,building,inanimate,usually
510,The balloon before the building usually,balloon,inanimate,before,building,inanimate,usually
511,The barrel near the building usually,barrel,inanimate,near,building,inanimate,usually
512,The basket inside the building usually,basket,inanimate,inside,building,inanimate,usually
513,The battery inside the building usually,battery,inanimate,inside,building,inanimate,usually
514,The bed before the building usually,bed,inanimate,before,building,inanimate,usually
515,The bell outside the building usually,bell,inanimate,outside,building,inanimate,usually
516,The bench inside the building usually,bench,inanimate,inside,building,inanimate,usually
517,The bicycle over the building usually,bicycle,inanimate,over,building,inanimate,usually
518,The blade outside the building usually,blade,inanimate,outside,building,inanimate,usually
519,The blanket after the building usually,blanket,inanimate,after,building,inanimate,usually
520,The book before the building usually,book,inanimate,before,building,inanimate,usually
521,The bottle inside the building usually,bottle,inanimate,inside,building,inanimate,usually
522,The box behind the building usually,box,inanimate,behind,building,inanimate,usually
523,The bridge after the building usually,bridge,inanimate,after,building,inanimate,usually
524,The broom after the building usually,broom,inanimate,after,building,inanimate,usually
525,The bucket over the building usually,bucket,inanimate,over,building,inanimate,usually
526,The building near the building usually,building,inanimate,near,building,inanimate,usually
527,The cabinet inside the building usually,cabinet,inanimate,inside,building,inanimate,usually
528,The camera inside the building usually,camera,inanimate,inside,building,inanimate,usually
529,The candle over the building usually,candle,inanimate,over,building,inanimate,usually
530,The car inside the building usually,car,inanimate,inside,building,inanimate,usually
531,The card across the building usually,card,inanimate,across,building,inanimate,usually
532,The carpet behind the building usually,carpet,inanimate,behind,building,inanimate,usually
533,The cart beside the building usually,cart,inanimate,beside,building,inanimate,usually
534,The chair inside the building usually,chair,inanimate,inside,building,inanimate,usually
535,The chest under the building usually,chest,inanimate,under,building,inanimate,usually
536,The clock after the building usually,clock,inanimate,after,building,inanimate,usually
537,The closet before the building usually,closet,inanimate,before,building,inanimate,usually
538,The computer before the building usually,computer,inanimate,before,building,inanimate,usually
539,The couch before the building usually,couch,inanimate,before,building,inanimate,usually
540,The crate after the building usually,crate,inanimate,after,building,inanimate,usually
541,The cup under the building usually,cup,inanimate,under,building,inanimate,usually
542,The curtain before the building usually,curtain,inanimate,before,building,inanimate,usually
543,The desk over the building usually,desk,inanimate,over,building,inanimate,usually
544,The door after the building usually,door,inanimate,after,building,inanimate,usually
545,The drawer behind the building usually,drawer,inanimate,behind,building,inanimate,usually
546,The drum across the building usually,drum,inanimate,across,building,inanimate,usually
547,The engine over the building usually,engine,inanimate,over,building,inanimate,usually
548,The envelope after the building usually,envelope,inanimate,after,building,inanimate,usually
549,The fence under the building usually,fence,inanimate,under,building,inanimate,usually
550,The flag before the building usually,flag,inanimate,before,building,inanimate,usually
551,The floor after the building usually,floor,inanimate,after,building,inanimate,usually
552,The fork over the building usually,fork,inanimate,over,building,inanimate,usually
553,The furnace beside the building usually,furnace,inanimate,beside,building,inanimate,usually
554,The gate under the building usually,gate,inanimate,under,building,inanimate,usually
555,The gear inside the building usually,gear,inanimate,inside,building,inanimate,usually
556,The glass across the building usually,glass,inanimate,across,building,inanimate,usually
557,The glove before the building usually,glove,inanimate,before,building,inanimate,usually
558,The hammer in the building usually,hammer,inanimate,in,building,inanimate,usually
559,The hat around the building usually,hat,inanimate,around,building,inanimate,usually
560,The helmet beside the building usually,helmet,inanimate,beside,building,inanimate,usually
561,The hook in the building usually,hook,inanimate,in,building,inanimate,usually
562,The instrument before the building usually,instrument,inanimate,before,building,inanimate,usually
563,The jacket inside the building usually,jacket,inanimate,inside,building,inanimate,usually
564,The jug across the building usually,jug,inanimate,across,building,inanimate,usually
565,The keyboard over the building usually,keyboard,inanimate,over,building,inanimate,usually
566,The knife around the building usually,knife,inanimate,around,building,inanimate,usually
567,The ladder under the building usually,ladder,inanimate,under,building,inanimate,usually
568,The lamp inside the building usually,lamp,inanimate,inside,building,inanimate,usually
569,The laptop across the building usually,laptop,inanimate,across,building,inanimate,usually
570,The letter beside the building usually,letter,inanimate,beside,building,inanimate,usually
571,The lever beside the building usually,lever,inanimate,beside,building,inanimate,usually
572,The lid inside the building usually,lid,inanimate,inside,building,inanimate,usually
573,The lock inside the building usually,lock,inanimate,inside,building,inanimate,usually
574,The map around the building usually,map,inanimate,around,building,inanimate,usually
575,The mask behind the building usually,mask,inanimate,behind,building,inanimate,usually
576,The microphone around the building usually,microphone,inanimate,around,building,inanimate,usually
577,The mirror before the building usually,mirror,inanimate,before,building,inanimate,usually
578,The monitor across the building usually,monitor,inanimate,across,building,inanimate,usually
579,The motor near the building usually,motor,inanimate,near,building,inanimate,usually
580,The mug over the building usually,mug,inanimate,over,building,inanimate,usually
581,The needle across the building usually,needle,inanimate,across,building,inanimate,usually
582,The notebook across the building usually,notebook,inanimate,across,building,inanimate,usually
583,The package around the building usually,package,inanimate,around,building,inanimate,usually
584,The paintbrush before the building usually,paintbrush,inanimate,before,building,inanimate,usually
585,The panel near the building usually,panel,inanimate,near,building,inanimate,usually
586,The paper behind the building usually,paper,inanimate,behind,building,inanimate,usually
587,The pen behind the building usually,pen,inanimate,behind,building,inanimate,usually
588,The pencil inside the building usually,pencil,inanimate,inside,building,inanimate,usually
589,The phone beside the building usually,phone,inanimate,beside,building,inanimate,usually
590,The piano in the building usually,piano,inanimate,in,building,inanimate,usually
591,The pipe beside the building usually,pipe,inanimate,beside,building,inanimate,usually
592,The plate around the building usually,plate,inanimate,around,building,inanimate,usually
593,The plug under the building usually,plug,inanimate,under,building,inanimate,usually
594,The pocket after the building usually,pocket,inanimate,after,building,inanimate,usually
595,The post inside the building usually,post,inanimate,inside,building,inanimate,usually
596,The projector outside the building usually,projector,inanimate,outside,building,inanimate,usually
597,The radio outside the building usually,radio,inanimate,outside,building,inanimate,usually
598,The raft beside the building usually,raft,inanimate,beside,building,inanimate,usually
599,The rail over the building usually,rail,inanimate,over,building,inanimate,usually
600,The rope behind the building usually,rope,inanimate,behind,building,inanimate,usually
601,The saddle behind the building usually,saddle,inanimate,behind,building,inanimate,usually
602,The saw behind the building usually,saw,inanimate,behind,building,inanimate,usually
603,The screen beside the building usually,screen,inanimate,beside,building,inanimate,usually
604,The shelf in the building usually,shelf,inanimate,in,building,inanimate,usually
605,The shield beside the building usually,shield,inanimate,beside,building,inanimate,usually
606,The shoe over the building usually,shoe,inanimate,over,building,inanimate,usually
607,The shop outside the building usually,shop,inanimate,outside,building,inanimate,usually
608,The shovel under the building usually,shovel,inanimate,under,building,inanimate,usually
609,The sign after the building usually,sign,inanimate,after,building,inanimate,usually
610,The sink around the building usually,sink,inanimate,around,building,inanimate,usually
611,The skateboard outside the building usually,skateboard,inanimate,outside,building,inanimate,usually
612,The spear after the building usually,spear,inanimate,after,building,inanimate,usually
613,The spoon after the building usually,spoon,inanimate,after,building,inanimate,usually
614,The stall across the building usually,stall,inanimate,across,building,inanimate,usually
615,The statue beside the building usually,statue,inanimate,beside,building,inanimate,usually
616,The stool behind the building usually,stool,inanimate,behind,building,inanimate,usually
617,The storage around the building usually,storage,inanimate,around,building,inanimate,usually
618,The stove before the building usually,stove,inanimate,before,building,inanimate,usually
619,The streetlight inside the building usually,streetlight,inanimate,inside,building,inanimate,usually
620,The suitcase outside the building usually,suitcase,inanimate,outside,building,inanimate,usually
621,The table under the building usually,table,inanimate,under,building,inanimate,usually
622,The tank behind the building usually,tank,inanimate,behind,building,inanimate,usually
623,The telescope around the building usually,telescope,inanimate,around,building,inanimate,usually
624,The tent before the building usually,tent,inanimate,before,building,inanimate,usually
625,The ticket outside the building usually,ticket,inanimate,outside,building,inanimate,usually
626,The toolbox near the building usually,toolbox,inanimate,near,building,inanimate,usually
627,The toothbrush in the building usually,toothbrush,inanimate,in,building,inanimate,usually
628,The tower across the building usually,tower,inanimate,across,building,inanimate,usually
629,The trap under the building usually,trap,inanimate,under,building,inanimate,usually
630,The tray after the building usually,tray,inanimate,after,building,inanimate,usually
631,The truck outside the building usually,truck,inanimate,outside,building,inanimate,usually
632,The trumpet before the building usually,trumpet,inanimate,before,building,inanimate,usually
633,The tunnel in the building usually,tunnel,inanimate,in,building,inanimate,usually
634,The umbrella before the building usually,umbrella,inanimate,before,building,inanimate,usually
635,The vase before the building usually,vase,inanimate,before,building,inanimate,usually
636,The violin before the building usually,violin,inanimate,before,building,inanimate,usually
637,The wall after the building usually,wall,inanimate,after,building,inanimate,usually
638,The wallet beside the building usually,wallet,inanimate,beside,building,inanimate,usually
639,The wardrobe in the building usually,wardrobe,inanimate,in,building,inanimate,usually
640,The window across the building usually,window,inanimate,across,building,inanimate,usually
641,The wire in the building usually,wire,inanimate,in,building,inanimate,usually
642,The wrench beside the building usually,wrench,inanimate,beside,building,inanimate,usually
643,The alley around the building usually,alley,inanimate,around,building,inanimate,usually
644,The bank outside the building usually,bank,inanimate,outside,building,inanimate,usually
645,The bay behind the building usually,bay,inanimate,behind,building,inanimate,usually
646,The beach around the building usually,beach,inanimate,around,building,inanimate,usually
647,The cabin near the building usually,cabin,inanimate,near,building,inanimate,usually
648,The canyon near the building usually,canyon,inanimate,near,building,inanimate,usually
649,The cave behind the building usually,cave,inanimate,behind,building,inanimate,usually
650,The cemetery under the building usually,cemetery,inanimate,under,building,inanimate,usually
651,The chapel before the building usually,chapel,inanimate,before,building,inanimate,usually
652,The city before the building usually,city,inanimate,before,building,inanimate,usually
653,The cliff after the building usually,cliff,inanimate,after,building,inanimate,usually
654,The continent inside the building usually,continent,inanimate,inside,building,inanimate,usually
655,The courtyard inside the building usually,courtyard,inanimate,inside,building,inanimate,usually
656,The desert near the building usually,desert,inanimate,near,building,inanimate,usually
657,The diner after the building usually,diner,inanimate,after,building,inanimate,usually
658,The dock over the building usually,dock,inanimate,over,building,inanimate,usually
659,The field under the building usually,field,inanimate,under,building,inanimate,usually
660,The forest behind the building usually,forest,inanimate,behind,building,inanimate,usually
661,The garden inside the building usually,garden,inanimate,inside,building,inanimate,usually
662,The harbor under the building usually,harbor,inanimate,under,building,inanimate,usually
663,The highway over the building usually,highway,inanimate,over,building,inanimate,usually
664,The hill after the building usually,hill,inanimate,after,building,inanimate,usually
665,The hospital outside the building usually,hospital,inanimate,outside,building,inanimate,usually
666,The hotel across the building usually,hotel,inanimate,across,building,inanimate,usually
667,The house behind the building usually,house,inanimate,behind,building,inanimate,usually
668,The hut near the building usually,hut,inanimate,near,building,inanimate,usually
669,The island near the building usually,island,inanimate,near,building,inanimate,usually
670,The lake inside the building usually,lake,inanimate,inside,building,inanimate,usually
671,The library before the building usually,library,inanimate,before,building,inanimate,usually
672,The market behind the building usually,market,inanimate,behind,building,inanimate,usually
673,The meadow in the building usually,meadow,inanimate,in,building,inanimate,usually
674,The mine near the building usually,mine,inanimate,near,building,inanimate,usually
675,The mountain behind the building usually,mountain,inanimate,behind,building,inanimate,usually
676,The museum around the building usually,museum,inanimate,around,building,inanimate,usually
677,The ocean beside the building usually,ocean,inanimate,beside,building,inanimate,usually
678,The office under the building usually,office,inanimate,under,building,inanimate,usually
679,The palace after the building usually,palace,inanimate,after,building,inanimate,usually
680,The park before the building usually,park,inanimate,before,building,inanimate,usually
681,The pier over the building usually,pier,inanimate,over,building,inanimate,usually
682,The plaza in the building usually,plaza,inanimate,in,building,inanimate,usually
683,The port over the building usually,port,inanimate,over,building,inanimate,usually
684,The river around the building usually,river,inanimate,around,building,inanimate,usually
685,The road near the building usually,road,inanimate,near,building,inanimate,usually
686,The room beside the building usually,room,inanimate,beside,building,inanimate,usually
687,The school inside the building usually,school,inanimate,inside,building,inanimate,usually
688,The shopfront across the building usually,shopfront,inanimate,across,building,inanimate,usually
689,The sidewalk across the building usually,sidewalk,inanimate,across,building,inanimate,usually
690,The stadium before the building usually,stadium,inanimate,before,building,inanimate,usually
691,The station behind the building usually,station,inanimate,behind,building,inanimate,usually
692,The street under the building usually,street,inanimate,under,building,inanimate,usually
693,The temple after the building usually,temple,inanimate,after,building,inanimate,usually
694,The towerblock beside the building usually,towerblock,inanimate,beside,building,inanimate,usually
695,The town beside the building usually,town,inanimate,beside,building,inanimate,usually
696,The village behind the building usually,village,inanimate,behind,building,inanimate,usually
697,The warehouse outside the building usually,warehouse,inanimate,outside,building,inanimate,usually
698,The workshop around the building usually,workshop,inanimate,around,building,inanimate,usually
699,The airplane across the building usually,airplane,inanimate,across,building,inanimate,usually
700,The amplifier in the building usually,amplifier,inanimate,in,building,inanimate,usually
701,The anchor outside the building usually,anchor,inanimate,outside,building,inanimate,usually
702,The apron outside the building usually,apron,inanimate,outside,building,inanimate,usually
703,The arch after the building usually,arch,inanimate,after,building,inanimate,usually
704,The arrow outside the building usually,arrow,inanimate,outside,building,inanimate,usually
705,The backpack inside the building usually,backpack,inanimate,inside,building,inanimate,usually
706,The bag near the building usually,bag,inanimate,near,building,inanimate,usually
707,The ball around the building usually,ball,inanimate,around,building,inanimate,usually
708,The balloon inside the building usually,balloon,inanimate,inside,building,inanimate,usually
709,The barrel outside the building usually,barrel,inanimate,outside,building,inanimate,usually
710,The basket outside the building usually,basket,inanimate,outside,building,inanimate,usually
711,The battery behind the building usually,battery,inanimate,behind,building,inanimate,usually
712,The bed around the building usually,bed,inanimate,around,building,inanimate,usually
713,The bell inside the building usually,bell,inanimate,inside,building,inanimate,usually
714,The bench after the building usually,bench,inanimate,after,building,inanimate,usually
715,The bicycle after the building usually,bicycle,inanimate,after,building,inanimate,usually
716,The blade before the building usually,blade,inanimate,before,building,inanimate,usually
717,The blanket under the building usually,blanket,inanimate,under,building,inanimate,usually
718,The book across the building usually,book,inanimate,across,building,inanimate,usually
719,The bottle before the building usually,bottle,inanimate,before,building,inanimate,usually
720,The box over the building usually,box,inanimate,over,building,inanimate,usually
721,The bridge across the building usually,bridge,inanimate,across,building,inanimate,usually
722,The broom around the building usually,broom,inanimate,around,building,inanimate,usually
723,The bucket across the building usually,bucket,inanimate,across,building,inanimate,usually
724,The building across the building usually,building,inanimate,across,building,inanimate,usually
725,The cabinet before the building usually,cabinet,inanimate,before,building,inanimate,usually
726,The camera behind the building usually,camera,inanimate,behind,building,inanimate,usually
727,The candle inside the building usually,candle,inanimate,inside,building,inanimate,usually
728,The car across the building usually,car,inanimate,across,building,inanimate,usually
729,The card inside the building usually,card,inanimate,inside,building,inanimate,usually
730,The carpet across the building usually,carpet,inanimate,across,building,inanimate,usually
731,The cart behind the building usually,cart,inanimate,behind,building,inanimate,usually
732,The chair near the building usually,chair,inanimate,near,building,inanimate,usually
733,The chest before the building usually,chest,inanimate,before,building,inanimate,usually
734,The clock across the building usually,clock,inanimate,across,building,inanimate,usually
735,The closet under the building usually,closet,inanimate,under,building,inanimate,usually
736,The computer beside the building usually,computer,inanimate,beside,building,inanimate,usually
737,The couch near the building usually,couch,inanimate,near,building,inanimate,usually
738,The crate across the building usually,crate,inanimate,across,building,inanimate,usually
739,The cup behind the building usually,cup,inanimate,behind,building,inanimate,usually
740,The curtain behind the building usually,curtain,inanimate,behind,building,inanimate,usually
741,The desk around the building usually,desk,inanimate,around,building,inanimate,usually
742,The door inside the building usually,door,inanimate,inside,building,inanimate,usually
743,The drawer before the building usually,drawer,inanimate,before,building,inanimate,usually
744,The drum across the building usually,drum,inanimate,across,building,inanimate,usually
745,The engine outside the building usually,engine,inanimate,outside,building,inanimate,usually
746,The envelope before the building usually,envelope,inanimate,before,building,inanimate,usually
747,The fence across the building usually,fence,inanimate,across,building,inanimate,usually
748,The flag under the building usually,flag,inanimate,under,building,inanimate,usually
749,The floor behind the building usually,floor,inanimate,behind,building,inanimate,usually
750,The fork after the building usually,fork,inanimate,after,building,inanimate,usually
751,The furnace behind the building usually,furnace,inanimate,behind,building,inanimate,usually
752,The gate beside the building usually,gate,inanimate,beside,building,inanimate,usually
753,The gear outside the building usually,gear,inanimate,outside,building,inanimate,usually
754,The glass before the building usually,glass,inanimate,before,building,inanimate,usually
755,The glove in the building usually,glove,inanimate,in,building,inanimate,usually
756,The hammer before the building usually,hammer,inanimate,before,building,inanimate,usually
757,The hat beside the building usually,hat,inanimate,beside,building,inanimate,usually
758,The helmet near the building usually,helmet,inanimate,near,building,inanimate,usually
759,The hook across the building usually,hook,inanimate,across,building,inanimate,usually
760,The instrument outside the building usually,instrument,inanimate,outside,building,inanimate,usually
761,The jacket inside the building usually,jacket,inanimate,inside,building,inanimate,usually
762,The jug behind the building usually,jug,inanimate,behind,building,inanimate,usually
763,The keyboard before the building usually,keyboard,inanimate,before,building,inanimate,usually
764,The knife around the building usually,knife,inanimate,around,building,inanimate,usually
765,The ladder after the building usually,ladder,inanimate,after,building,inanimate,usually
766,The lamp across the building usually,lamp,inanimate,across,building,inanimate,usually
767,The laptop before the building usually,laptop,inanimate,before,building,inanimate,usually
768,The letter under the building usually,letter,inanimate,under,building,inanimate,usually
769,The lever around the building usually,lever,inanimate,around,building,inanimate,usually
770,The lid before the building usually,lid,inanimate,before,building,inanimate,usually
771,The lock beside the building usually,lock,inanimate,beside,building,inanimate,usually
772,The map across the building usually,map,inanimate,across,building,inanimate,usually
773,The mask across the building usually,mask,inanimate,across,building,inanimate,usually
774,The microphone beside the building usually,microphone,inanimate,beside,building,inanimate,usually
775,The mirror inside the building usually,mirror,inanimate,inside,building,inanimate,usually
776,The monitor over the building usually,monitor,inanimate,over,building,inanimate,usually
777,The motor around the building usually,motor,inanimate,around,building,inanimate,usually
778,The mug after the building usually,mug,inanimate,after,building,inanimate,usually
779,The needle in the building usually,needle,inanimate,in,building,inanimate,usually
780,The notebook near the building usually,notebook,inanimate,near,building,inanimate,usually
781,The package around the building usually,package,inanimate,around,building,inanimate,usually
782,The paintbrush behind the building usually,paintbrush,inanimate,behind,building,inanimate,usually
783,The panel outside the building usually,panel,inanimate,outside,building,inanimate,usually
784,The paper before the building usually,paper,inanimate,before,building,inanimate,usually
785,The pen beside the building usually,pen,inanimate,beside,building,inanimate,usually
786,The pencil before the building usually,pencil,inanimate,before,building,inanimate,usually
787,The phone around the building usually,phone,inanimate,around,building,inanimate,usually
788,The piano behind the building usually,piano,inanimate,behind,building,inanimate,usually
789,The pipe before the building usually,pipe,inanimate,before,building,inanimate,usually
790,The plate around the building usually,plate,inanimate,around,building,inanimate,usually
791,The plug outside the building usually,plug,inanimate,outside,building,inanimate,usually
792,The pocket across the building usually,pocket,inanimate,across,building,inanimate,usually
793,The post behind the building usually,post,inanimate,behind,building,inanimate,usually
794,The projector near the building usually,projector,inanimate,near,building,inanimate,usually
795,The radio behind the building usually,radio,inanimate,behind,building,inanimate,usually
796,The raft over the building usually,raft,inanimate,over,building,inanimate,usually
797,The rail in the building usually,rail,inanimate,in,building,inanimate,usually
798,The rope inside the building usually,rope,inanimate,inside,building,inanimate,usually
799,The saddle after the building usually,saddle,inanimate,after,building,inanimate,usually
800,The saw over the building usually,saw,inanimate,over,building,inanimate,usually
801,The screen over the building usually,screen,inanimate,over,building,inanimate,usually
802,The shelf beside the building usually,shelf,inanimate,beside,building,inanimate,usually
803,The shield across the building usually,shield,inanimate,across,building,inanimate,usually
804,The shoe after the building usually,shoe,inanimate,after,building,inanimate,usually
805,The shop over the building usually,shop,inanimate,over,building,inanimate,usually
806,The shovel outside the building usually,shovel,inanimate,outside,building,inanimate,usually
807,The sign inside the building usually,sign,inanimate,inside,building,inanimate,usually
808,The sink in the building usually,sink,inanimate,in,building,inanimate,usually
809,The skateboard before the building usually,skateboard,inanimate,before,building,inanimate,usually
810,The spear around the building usually,spear,inanimate,around,building,inanimate,usually
811,The spoon near the building usually,spoon,inanimate,near,building,inanimate,usually
812,The stall around the building usually,stall,inanimate,around,building,inanimate,usually
813,The statue before the building usually,statue,inanimate,before,building,inanimate,usually
814,The stool after the building usually,stool,inanimate,after,building,inanimate,usually
815,The storage outside the building usually,storage,inanimate,outside,building,inanimate,usually
816,The stove beside the building usually,stove,inanimate,beside,building,inanimate,usually
817,The streetlight behind the building usually,streetlight,inanimate,behind,building,inanimate,usually
818,The suitcase under the building usually,suitcase,inanimate,under,building,inanimate,usually
819,The table behind the building usually,table,inanimate,behind,building,inanimate,usually
820,The tank outside the building usually,tank,inanimate,outside,building,inanimate,usually
821,The telescope in the building usually,telescope,inanimate,in,building,inanimate,usually
822,The tent over the building usually,tent,inanimate,over,building,inanimate,usually
823,The ticket across the building usually,ticket,inanimate,across,building,inanimate,usually
824,The toolbox around the building usually,toolbox,inanimate,around,building,inanimate,usually
825,The toothbrush inside the building usually,toothbrush,inanimate,inside,building,inanimate,usually
826,The tower beside the building usually,tower,inanimate,beside,building,inanimate,usually
827,The trap beside the building usually,trap,inanimate,beside,building,inanimate,usually
828,The tray after the building usually,tray,inanimate,after,building,inanimate,usually
829,The truck across the building usually,truck,inanimate,across,building,inanimate,usually
830,The trumpet inside the building usually,trumpet,inanimate,inside,building,inanimate,usually
831,The tunnel beside the building usually,tunnel,inanimate,beside,building,inanimate,usually
832,The umbrella over the building usually,umbrella,inanimate,over,building,inanimate,usually
833,The vase near the building usually,vase,inanimate,near,building,inanimate,usually
834,The violin around the building usually,violin,inanimate,around,building,inanimate,usually
835,The wall inside the building usually,wall,inanimate,inside,building,inanimate,usually
836,The wallet beside the building usually,wallet,inanimate,beside,building,inanimate,usually
837,The wardrobe under the building usually,wardrobe,inanimate,under,building,inanimate,usually
838,The window near the building usually,window,inanimate,near,building,inanimate,usually
839,The wire behind the building usually,wire,inanimate,behind,building,inanimate,usually
840,The wrench before the building usually,wrench,inanimate,before,building,inanimate,usually
841,The alley beside the building usually,alley,inanimate,beside,building,inanimate,usually
842,The bank over the building usually,bank,inanimate,over,building,inanimate,usually
843,The bay after the building usually,bay,inanimate,after,building,inanimate,usually
844,The beach in the building usually,beach,inanimate,in,building,inanimate,usually
845,The cabin in the building usually,cabin,inanimate,in,building,inanimate,usually
846,The canyon inside the building usually,canyon,inanimate,inside,building,inanimate,usually
847,The cave around the building usually,cave,inanimate,around,building,inanimate,usually
848,The cemetery over the building usually,cemetery,inanimate,over,building,inanimate,usually
849,The chapel under the building usually,chapel,inanimate,under,building,inanimate,usually
850,The city around the building usually,city,inanimate,around,building,inanimate,usually
851,The cliff beside the building usually,cliff,inanimate,beside,building,inanimate,usually
852,The continent before the building usually,continent,inanimate,before,building,inanimate,usually
853,The courtyard beside the building usually,courtyard,inanimate,beside,building,inanimate,usually
854,The desert under the building usually,desert,inanimate,under,building,inanimate,usually
855,The diner across the building usually,diner,inanimate,across,building,inanimate,usually
856,The dock across the building usually,dock,inanimate,across,building,inanimate,usually
857,The field near the building usually,field,inanimate,near,building,inanimate,usually
858,The forest in the building usually,forest,inanimate,in,building,inanimate,usually
859,The garden outside the building usually,garden,inanimate,outside,building,inanimate,usually
860,The harbor behind the building usually,harbor,inanimate,behind,building,inanimate,usually
861,The highway behind the building usually,highway,inanimate,behind,building,inanimate,usually
862,The hill after the building usually,hill,inanimate,after,building,inanimate,usually
863,The hospital beside the building usually,hospital,inanimate,beside,building,inanimate,usually
864,The hotel around the building usually,hotel,inanimate,around,building,inanimate,usually
865,The house after the building usually,house,inanimate,after,building,inanimate,usually
866,The hut after the building usually,hut,inanimate,after,building,inanimate,usually
867,The island under the building usually,island,inanimate,under,building,inanimate,usually
868,The lake around the building usually,lake,inanimate,around,building,inanimate,usually
869,The library outside the building usually,library,inanimate,outside,building,inanimate,usually
870,The market across the building usually,market,inanimate,across,building,inanimate,usually
871,The meadow behind the building usually,meadow,inanimate,behind,building,inanimate,usually
872,The mine under the building usually,mine,inanimate,under,building,inanimate,usually
873,The mountain under the building usually,mountain,inanimate,under,building,inanimate,usually
874,The museum under the building usually,museum,inanimate,under,building,inanimate,usually
875,The ocean after the building usually,ocean,inanimate,after,building,inanimate,usually
876,The office inside the building usually,office,inanimate,inside,building,inanimate,usually
